Source,Target,Weight,Type,Start,End,Label
36,2,1,"undirected",18,52,"node 36 to 2"
36,7,1,"undirected",18,52,"node 36 to 7"
36,18,1,"undirected",18,52,"node 36 to 18"
36,56,1,"undirected",18,52,"node 36 to 56"
36,78,1,"undirected",18,52,"node 36 to 78"
36,96,1,"undirected",18,52,"node 36 to 96"
37,2,1,"undirected",19,52,"node 37 to 2"
37,8,1,"undirected",19,52,"node 37 to 8"
37,16,1,"undirected",19,52,"node 37 to 16"
37,44,1,"undirected",19,52,"node 37 to 44"
38,2,1,"undirected",19,52,"node 38 to 2"
38,18,1,"undirected",19,52,"node 38 to 18"
39,2,1,"undirected",20,52,"node 39 to 2"
39,25,1,"undirected",20,52,"node 39 to 25"
39,83,1,"undirected",20,52,"node 39 to 83"
40,2,1,"undirected",20,52,"node 40 to 2"
40,10,1,"undirected",20,52,"node 40 to 10"
40,48,1,"undirected",20,52,"node 40 to 48"
41,2,1,"undirected",21,52,"node 41 to 2"
41,13,1,"undirected",21,52,"node 41 to 13"
41,18,1,"undirected",21,52,"node 41 to 18"
41,68,1,"undirected",21,52,"node 41 to 68"
41,70,1,"undirected",21,52,"node 41 to 70"
42,2,1,"undirected",21,52,"node 42 to 2"
42,14,1,"undirected",21,52,"node 42 to 14"
42,55,1,"undirected",21,52,"node 42 to 55"
42,79,1,"undirected",21,52,"node 42 to 79"
42,95,1,"undirected",21,52,"node 42 to 95"
42,97,1,"undirected",21,52,"node 42 to 97"
42,104,1,"undirected",21,52,"node 42 to 104"
43,2,1,"undirected",22,52,"node 43 to 2"
43,3,1,"undirected",22,52,"node 43 to 3"
43,7,1,"undirected",22,52,"node 43 to 7"
43,82,1,"undirected",22,52,"node 43 to 82"
43,102,1,"undirected",22,52,"node 43 to 102"
44,2,1,"undirected",22,52,"node 44 to 2"
44,26,1,"undirected",22,52,"node 44 to 26"
44,37,1,"undirected",22,52,"node 44 to 37"
44,69,1,"undirected",22,52,"node 44 to 69"
45,2,1,"undirected",23,52,"node 45 to 2"
45,8,1,"undirected",23,52,"node 45 to 8"
45,67,1,"undirected",23,52,"node 45 to 67"
46,2,1,"undirected",23,52,"node 46 to 2"
46,34,1,"undirected",23,52,"node 46 to 34"
47,4,1,"undirected",24,52,"node 47 to 4"
47,30,1,"undirected",24,52,"node 47 to 30"
48,2,1,"undirected",24,52,"node 48 to 2"
48,20,1,"undirected",24,52,"node 48 to 20"
48,40,1,"undirected",24,52,"node 48 to 40"
48,61,1,"undirected",24,52,"node 48 to 61"
48,66,1,"undirected",24,52,"node 48 to 66"
49,11,1,"undirected",25,52,"node 49 to 11"
49,29,1,"undirected",25,52,"node 49 to 29"
50,1,1,"undirected",25,52,"node 50 to 1"
50,2,1,"undirected",25,52,"node 50 to 2"
50,8,1,"undirected",25,52,"node 50 to 8"
50,54,1,"undirected",25,52,"node 50 to 54"
50,61,1,"undirected",25,52,"node 50 to 61"
50,82,1,"undirected",25,52,"node 50 to 82"
50,100,1,"undirected",25,52,"node 50 to 100"
50,104,1,"undirected",25,52,"node 50 to 104"
51,2,1,"undirected",26,52,"node 51 to 2"
51,24,1,"undirected",26,52,"node 51 to 24"
52,2,1,"undirected",26,52,"node 52 to 2"
52,26,1,"undirected",26,52,"node 52 to 26"
52,30,1,"undirected",26,52,"node 52 to 30"
52,58,1,"undirected",26,52,"node 52 to 58"
52,62,1,"undirected",26,52,"node 52 to 62"
52,88,1,"undirected",26,52,"node 52 to 88"
53,2,1,"undirected",27,52,"node 53 to 2"
53,13,1,"undirected",27,52,"node 53 to 13"
54,2,1,"undirected",27,52,"node 54 to 2"
54,50,1,"undirected",27,52,"node 54 to 50"
54,60,1,"undirected",27,52,"node 54 to 60"
54,70,1,"undirected",27,52,"node 54 to 70"
55,2,1,"undirected",28,52,"node 55 to 2"
55,42,1,"undirected",28,52,"node 55 to 42"
55,60,1,"undirected",28,52,"node 55 to 60"
55,76,1,"undirected",28,52,"node 55 to 76"
55,84,1,"undirected",28,52,"node 55 to 84"
55,96,1,"undirected",28,52,"node 55 to 96"
56,16,1,"undirected",28,52,"node 56 to 16"
56,36,1,"undirected",28,52,"node 56 to 36"
57,2,1,"undirected",29,52,"node 57 to 2"
57,3,1,"undirected",29,52,"node 57 to 3"
57,32,1,"undirected",29,52,"node 57 to 32"
57,80,1,"undirected",29,52,"node 57 to 80"
58,1,1,"undirected",29,52,"node 58 to 1"
58,52,1,"undirected",29,52,"node 58 to 52"
59,1,1,"undirected",30,52,"node 59 to 1"
59,2,1,"undirected",30,52,"node 59 to 2"
59,78,1,"undirected",30,52,"node 59 to 78"
60,54,1,"undirected",30,52,"node 60 to 54"
60,55,1,"undirected",30,52,"node 60 to 55"
61,48,1,"undirected",31,52,"node 61 to 48"
61,50,1,"undirected",31,52,"node 61 to 50"
62,2,1,"undirected",31,52,"node 62 to 2"
62,52,1,"undirected",31,52,"node 62 to 52"
63,2,1,"undirected",32,52,"node 63 to 2"
63,10,1,"undirected",32,52,"node 63 to 10"
63,11,1,"undirected",32,52,"node 63 to 11"
63,64,1,"undirected",32,52,"node 63 to 64"
64,1,1,"undirected",32,52,"node 64 to 1"
64,63,1,"undirected",32,52,"node 64 to 63"
65,2,1,"undirected",33,52,"node 65 to 2"
65,31,1,"undirected",33,52,"node 65 to 31"
66,4,1,"undirected",33,52,"node 66 to 4"
66,48,1,"undirected",33,52,"node 66 to 48"
67,2,1,"undirected",34,52,"node 67 to 2"
67,14,1,"undirected",34,52,"node 67 to 14"
67,45,1,"undirected",34,52,"node 67 to 45"
67,74,1,"undirected",34,52,"node 67 to 74"
67,83,1,"undirected",34,52,"node 67 to 83"
68,2,1,"undirected",34,52,"node 68 to 2"
68,9,1,"undirected",34,52,"node 68 to 9"
68,41,1,"undirected",34,52,"node 68 to 41"
68,90,1,"undirected",34,52,"node 68 to 90"
69,1,1,"undirected",35,52,"node 69 to 1"
69,2,1,"undirected",35,52,"node 69 to 2"
69,44,1,"undirected",35,52,"node 69 to 44"
69,99,1,"undirected",35,52,"node 69 to 99"
70,2,1,"undirected",35,52,"node 70 to 2"
70,41,1,"undirected",35,52,"node 70 to 41"
70,54,1,"undirected",35,52,"node 70 to 54"
70,92,1,"undirected",35,52,"node 70 to 92"
71,2,1,"undirected",36,52,"node 71 to 2"
71,6,1,"undirected",36,52,"node 71 to 6"
71,24,1,"undirected",36,52,"node 71 to 24"
71,101,1,"undirected",36,52,"node 71 to 101"
72,1,1,"undirected",36,52,"node 72 to 1"
72,2,1,"undirected",36,52,"node 72 to 2"
72,84,1,"undirected",36,52,"node 72 to 84"
72,95,1,"undirected",36,52,"node 72 to 95"
73,1,1,"undirected",37,52,"node 73 to 1"
73,7,1,"undirected",37,52,"node 73 to 7"
74,2,1,"undirected",37,52,"node 74 to 2"
74,7,1,"undirected",37,52,"node 74 to 7"
74,67,1,"undirected",37,52,"node 74 to 67"
74,81,1,"undirected",37,52,"node 74 to 81"
74,91,1,"undirected",37,52,"node 74 to 91"
75,13,1,"undirected",38,52,"node 75 to 13"
75,15,1,"undirected",38,52,"node 75 to 15"
76,7,1,"undirected",38,52,"node 76 to 7"
76,55,1,"undirected",38,52,"node 76 to 55"
77,2,1,"undirected",39,52,"node 77 to 2"
77,7,1,"undirected",39,52,"node 77 to 7"
78,36,1,"undirected",39,52,"node 78 to 36"
78,59,1,"undirected",39,52,"node 78 to 59"
79,11,1,"undirected",40,52,"node 79 to 11"
79,42,1,"undirected",40,52,"node 79 to 42"
80,2,1,"undirected",40,52,"node 80 to 2"
80,57,1,"undirected",40,52,"node 80 to 57"
80,93,1,"undirected",40,52,"node 80 to 93"
81,18,1,"undirected",41,52,"node 81 to 18"
81,74,1,"undirected",41,52,"node 81 to 74"
82,43,1,"undirected",41,52,"node 82 to 43"
82,50,1,"undirected",41,52,"node 82 to 50"
83,39,1,"undirected",42,52,"node 83 to 39"
83,67,1,"undirected",42,52,"node 83 to 67"
84,55,1,"undirected",42,52,"node 84 to 55"
84,72,1,"undirected",42,52,"node 84 to 72"
85,2,1,"undirected",43,52,"node 85 to 2"
85,20,1,"undirected",43,52,"node 85 to 20"
86,1,1,"undirected",43,52,"node 86 to 1"
86,2,1,"undirected",43,52,"node 86 to 2"
87,7,1,"undirected",44,52,"node 87 to 7"
87,8,1,"undirected",44,52,"node 87 to 8"
88,7,1,"undirected",44,52,"node 88 to 7"
88,52,1,"undirected",44,52,"node 88 to 52"
89,8,1,"undirected",45,52,"node 89 to 8"
89,11,1,"undirected",45,52,"node 89 to 11"
90,2,1,"undirected",45,52,"node 90 to 2"
90,68,1,"undirected",45,52,"node 90 to 68"
91,2,1,"undirected",46,52,"node 91 to 2"
91,74,1,"undirected",46,52,"node 91 to 74"
92,2,1,"undirected",46,52,"node 92 to 2"
92,70,1,"undirected",46,52,"node 92 to 70"
93,26,1,"undirected",47,52,"node 93 to 26"
93,80,1,"undirected",47,52,"node 93 to 80"
94,2,1,"undirected",47,52,"node 94 to 2"
94,31,1,"undirected",47,52,"node 94 to 31"
95,42,1,"undirected",48,52,"node 95 to 42"
95,72,1,"undirected",48,52,"node 95 to 72"
96,36,1,"undirected",48,52,"node 96 to 36"
96,55,1,"undirected",48,52,"node 96 to 55"
97,26,1,"undirected",49,52,"node 97 to 26"
97,42,1,"undirected",49,52,"node 97 to 42"
98,1,1,"undirected",49,52,"node 98 to 1"
98,11,1,"undirected",49,52,"node 98 to 11"
99,1,1,"undirected",50,52,"node 99 to 1"
99,69,1,"undirected",50,52,"node 99 to 69"
100,6,1,"undirected",50,52,"node 100 to 6"
100,50,1,"undirected",50,52,"node 100 to 50"
101,23,1,"undirected",51,52,"node 101 to 23"
101,71,1,"undirected",51,52,"node 101 to 71"
102,2,1,"undirected",51,52,"node 102 to 2"
102,43,1,"undirected",51,52,"node 102 to 43"
103,2,1,"undirected",52,52,"node 103 to 2"
103,9,1,"undirected",52,52,"node 103 to 9"
104,42,1,"undirected",52,52,"node 104 to 42"
104,50,1,"undirected",52,52,"node 104 to 50"
